x,y,z,illuminance
0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.666666666666666297e-01,3.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.333333333333333259e+00,3.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.666666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.666666666666666075e+00,3.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.777777777777777901e-01,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.777777777777777901e-01,6.666666666666666297e-01,3.000000000000000000e+00,0.000000000000000000e+00
7.777777777777777901e-01,1.333333333333333259e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.777777777777777901e-01,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.777777777777777901e-01,2.666666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.777777777777777901e-01,3.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.777777777777777901e-01,4.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.777777777777777901e-01,4.666666666666666075e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.777777777777777901e-01,5.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
7.777777777777777901e-01,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.555555555555555580e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.555555555555555580e+00,6.666666666666666297e-01,3.000000000000000000e+00,0.000000000000000000e+00
1.555555555555555580e+00,1.333333333333333259e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.555555555555555580e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.555555555555555580e+00,2.666666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.555555555555555580e+00,3.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.555555555555555580e+00,4.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.555555555555555580e+00,4.666666666666666075e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.555555555555555580e+00,5.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
1.555555555555555580e+00,6.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.333333333333333481e+00,0.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.333333333333333481e+00,6.666666666666666297e-01,3.000000000000000000e+00,0.000000000000000000e+00
2.333333333333333481e+00,1.333333333333333259e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.333333333333333481e+00,2.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.333333333333333481e+00,2.666666666666666519e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.333333333333333481e+00,3.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.333333333333333481e+00,4.000000000000000000e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.333333333333333481e+00,4.666666666666666075e+00,3.000000000000000000e+00,0.000000000000000000e+00
2.333333333333333481e+00,5.333333333333333037e+00,3.000000000000000000e+00,0.000000000000000000e+00
